cd_municipio_ibge_dv_origem,cd_municipio_ibge_dv_alta_complex,cd_municipio_ibge_dv_baixa_med_complex,exerce_influencia_regic,influenciado_regic,presta_alta,presta_baixa,procura_servicos_alta,procura_servicos_baixa,grau_infl_exerce,grau_infl_recebe
3540903,3543402,3543402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3505609,3543402,3543402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3501707,3543402,3543402,NULL,1,1,1,1,1,NULL,3
3518602,3543402,NULL,1,1,NULL,NULL,1,1,NULL,3
3521309,3543402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3502002,3543907,3543907,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3546702,3543907,3543907,NULL,1,NULL,NULL,1,1,NULL,3
3543907,3543907,NULL,1,1,1,1,1,1,3,3
3521101,3543907,3543907,NULL,1,NULL,NULL,1,1,NULL,3
3547809,3547809,3547809,NULL,1,1,1,1,1,NULL,3
3543303,3547809,3547809,NULL,1,NULL,NULL,1,1,NULL,3
3548906,3548906,NULL,1,1,1,1,1,1,3,3
3513702,3548906,3548906,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3549706,3549706,NULL,NULL,NULL,1,1,1,1,NULL,NULL
3550803,3549706,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3508702,3549706,3549706,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3524907,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3520400,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3555406,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3546009,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3535606,3549904,3549904,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3509700,3549904,3549904,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3524402,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3549904,3549904,3549904,1,1,1,1,1,1,3,3
3508504,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3532306,3549904,3549904,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3554102,3549904,3549904,NULL,1,1,1,1,1,NULL,3
3531704,3549904,3549904,NULL,1,NULL,NULL,1,1,NULL,3
3520202,3549904,3549904,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3522653,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3557006,3552205,3552205,NULL,1,NULL,NULL,1,1,NULL,3
3537800,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3525854,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3552205,3552205,3552205,1,1,1,1,1,1,3,3
3551108,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3509452,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3502705,3552205,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
3537909,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3510302,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3517604,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3522307,3552205,NULL,1,1,1,1,1,1,3,3
3505351,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3553500,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3553856,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3521002,3552205,3552205,NULL,1,NULL,NULL,1,1,NULL,3
3541653,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3540606,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3507001,3552205,3552205,1,1,NULL,NULL,1,1,NULL,3
3502754,3552205,3552205,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3501152,3552205,3552205,NULL,1,NULL,NULL,1,1,NULL,3
3545308,3552205,3552205,NULL,1,NULL,NULL,1,1,NULL,3
3550209,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3554003,3552205,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
3518503,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3510203,3552205,NULL,1,1,NULL,NULL,1,1,NULL,3
3519709,3552205,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3502903,3552205,3552205,NULL,1,NULL,NULL,1,1,NULL,3
3544202,3557105,3557105,1,1,NULL,NULL,1,1,NULL,3
3501806,3557105,3557105,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3501202,3557105,3557105,NULL,1,NULL,NULL,1,1,NULL,3
3536257,3557105,3557105,NULL,1,NULL,NULL,1,1,NULL,3
3556107,3557105,3557105,NULL,NULL,NULL,NULL,1,1,NULL,NULL
3557105,3557105,NULL,1,1,1,1,1,1,3,3
4104253,4104204,4104204,NULL,1,NULL,NULL,1,1,NULL,3
4106209,4104204,4104204,NULL,1,NULL,NULL,1,1,NULL,3
4110052,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4116059,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103057,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4110656,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4100459,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4115804,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4103354,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4119806,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4119004,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4107157,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4117255,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4112751,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128559,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128708,4104808,4104808,NULL,1,NULL,NULL,1,1,NULL,3
4116802,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4115457,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4127957,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4117057,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4102000,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4105300,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4112959,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4127403,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4114609,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4121257,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103909,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4123824,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4126355,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4104451,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4108809,4104808,NULL,1,1,NULL,1,1,1,NULL,3
4107124,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4108205,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4105607,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4101051,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103453,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4109302,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4115358,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4115853,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128658,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4117222,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4125753,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4104600,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128005,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4115606,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4120150,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4116109,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4112207,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4104055,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4109757,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4124020,4104808,4104808,NULL,1,NULL,NULL,1,1,NULL,3
4117909,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4123501,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4120903,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4104808,4104808,NULL,1,1,1,1,1,1,3,3
4103008,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
5006358,4104808,NULL,1,1,NULL,NULL,1,1,NULL,3
4105003,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4118451,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4113304,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4110953,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4113452,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4116703,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4106308,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
5004809,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4107207,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4107546,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4127858,4104808,4104808,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4122156,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4120655,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4108601,4104808,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4114005,4104808,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4109104,4105508,4105508,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4105508,4105508,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4122602,4105508,4105508,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4125555,4105508,4105508,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4126108,4105508,4105508,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4110409,4105508,4105508,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4119301,4109401,4109401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4109401,4109401,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4117800,4109401,4109401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103040,4109401,4109401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4127965,4109401,4109401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4108452,4109401,4109401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4111803,4111803,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4127809,4111803,4111803,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4106100,4111803,4111803,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4126702,4118402,4118402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4118303,4118402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4118402,4118402,NULL,1,1,1,1,1,1,3,3
4107108,4118402,4118402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4110300,4118402,4118402,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4123956,4118402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4120200,4118402,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4209177,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4203501,4118501,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4215752,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4205605,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4204459,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4216909,4118501,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4211652,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4106456,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4118501,4118501,NULL,1,1,1,1,1,1,3,3
4109658,4118501,4118501,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4105409,4118501,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4124806,4118501,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4105706,4118501,4118501,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4126272,4118501,4118501,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4119400,4119905,4119905,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4119905,4119905,4119905,1,1,1,1,1,1,3,3
4127007,4119905,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4106605,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128104,4128104,NULL,1,1,1,1,1,1,3,3
5003751,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4100707,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103370,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4117206,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4111555,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
5005681,4128104,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4118907,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4107520,4128104,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4118857,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4103479,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4114708,4128104,4128104,NULL,1,NULL,NULL,1,1,NULL,3
4100509,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4107256,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4109906,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4110607,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4115101,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4126900,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4125357,4128104,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4128807,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4108320,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4128625,4128104,4128104,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4201950,4201406,4201406,NULL,1,NULL,NULL,1,1,NULL,3
4206306,4202909,4202909,NULL,1,NULL,NULL,1,1,NULL,3
4202701,4202909,4202909,NULL,1,NULL,NULL,1,1,NULL,3
4204301,4204301,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4207809,4204301,4204301,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4209854,4204301,4204301,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4207700,4204301,4204301,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4201273,4204301,4204301,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4207601,4204301,4204301,NULL,1,NULL,NULL,1,1,NULL,3
4200754,4204301,4204301,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4205555,4204806,4204806,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4216057,4204806,4204806,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4213351,4204806,4204806,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4204806,4204806,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4212809,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4207106,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4208203,4208203,NULL,1,1,1,1,1,1,3,3
4202453,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4203204,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4211306,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4212502,4208203,4208203,NULL,1,NULL,NULL,1,1,NULL,3
4210001,4208203,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4218251,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4217907,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4210050,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4200408,4209003,4209003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4213906,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4203907,4209003,4209003,1,1,NULL,NULL,1,1,NULL,3
4201604,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4209201,4209003,4209003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4209003,4209003,NULL,1,1,1,1,1,1,3,3
4205209,4209003,4209003,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4213005,4209003,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4219853,4209003,4209003,NULL,1,NULL,NULL,1,1,NULL,3
4206702,4209003,4209003,NULL,1,NULL,NULL,1,1,NULL,3
4210035,4209003,4209003,NULL,1,NULL,NULL,1,1,NULL,3
4216206,4209102,4209102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4201307,4209102,4209102,NULL,1,NULL,NULL,1,1,NULL,3
4216354,4209102,4209102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4209102,4209102,4209102,1,1,1,1,1,1,3,3
4205803,4209102,4209102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4202107,4209102,4209102,NULL,1,NULL,NULL,1,1,NULL,3
4202057,4209102,4209102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4215000,4209102,4209102,NULL,1,NULL,NULL,1,1,NULL,3
4208450,4209102,4209102,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4210308,4210100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4210100,4210100,NULL,1,1,1,1,1,1,3,3
4209151,4214805,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4214805,4214805,NULL,1,1,1,1,1,1,3,3
4217808,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4214003,4214805,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4215679,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4205100,4214805,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4201901,4214805,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4218608,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4200200,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4202859,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4215307,4214805,4214805,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4215703,4216602,4216602,NULL,1,NULL,NULL,1,1,NULL,3
4212650,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4203956,4218707,4218707,NULL,1,NULL,NULL,1,1,NULL,3
4208807,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4205456,4218707,4218707,NULL,1,NULL,NULL,1,1,NULL,3
4202800,4218707,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4217006,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4215604,4218707,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4218707,4218707,NULL,1,1,1,1,1,1,3,3
4201505,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4212403,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4218400,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4215455,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4206108,4218707,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4217105,4218707,4218707,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4207205,4218707,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4214904,4218707,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4206207,4218707,4218707,NULL,1,NULL,NULL,1,1,NULL,3
4304606,4304606,4304606,NULL,1,1,1,1,1,NULL,3
4313375,4304606,4304606,NULL,1,NULL,NULL,1,1,NULL,3
4300802,4305108,4305108,1,1,NULL,NULL,1,1,NULL,3
4322541,4305108,4305108,NULL,1,NULL,NULL,1,1,NULL,3
4314464,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313086,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4319000,4305108,4305108,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4302303,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4308201,4305108,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4314001,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4312807,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4307401,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4305108,4305108,4305108,1,1,1,1,1,1,3,3
4302253,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313359,4305108,4305108,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4310439,4305108,4305108,NULL,1,NULL,NULL,1,1,NULL,3
4318622,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4311122,4305108,4305108,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4300570,4305108,4305108,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4308607,4305108,4305108,NULL,1,1,1,1,1,NULL,3
4318440,4305108,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4307906,4305108,4305108,NULL,1,NULL,NULL,1,1,NULL,3
4304804,4305108,4305108,NULL,1,NULL,NULL,1,1,NULL,3
4323770,4307807,4307807,NULL,1,NULL,NULL,1,1,NULL,3
4309407,4309407,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4306452,4309407,4309407,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4319711,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4311403,4311403,NULL,1,1,1,1,1,1,3,3
4322855,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4314159,4311403,4311403,NULL,1,NULL,NULL,1,1,NULL,3
4315453,4311403,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4304697,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4318465,4311403,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4315131,4311403,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4300703,4311403,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4315206,4311403,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4316758,4311403,4311403,NULL,1,NULL,NULL,1,1,NULL,3
4306205,4311403,4311403,NULL,1,NULL,NULL,1,1,NULL,3
4312609,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4321626,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4320453,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4312054,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4310306,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4302451,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313003,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4301008,4311403,4311403,NULL,1,NULL,NULL,1,1,NULL,3
4304614,4311403,4311403,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4304689,4312401,4312401,NULL,1,NULL,NULL,1,1,NULL,3
4312401,4312401,NULL,NULL,NULL,1,1,1,1,NULL,NULL
4314035,4312401,4312401,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4322004,4312401,4312401,NULL,1,NULL,NULL,1,1,NULL,3
4312476,4313409,4313409,NULL,1,NULL,NULL,1,1,NULL,3
4313060,4313409,4313409,NULL,1,NULL,NULL,1,1,NULL,3
4311809,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4312757,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4308052,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4321956,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4311254,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4317905,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4309951,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313300,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4310504,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4301800,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4321808,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4315172,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4303558,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4321329,4314100,NULL,1,1,NULL,NULL,1,1,NULL,3
4323408,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4314498,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4323358,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4315552,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4309902,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4300646,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4310009,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4312203,4314100,4314100,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4305306,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4312658,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4301404,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4318606,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4316600,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4310579,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4312674,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313607,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4306072,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4314456,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4311700,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4313441,4314100,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
4304903,4314100,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
4323507,4314100,4314100,NULL,1,NULL,NULL,1,1,NULL,3
